frame_no,simulated_duration,average_velocity,total_kinetic_energy,temperature,pressure,average_collisions,collisions on container,gases,dimensions,simulation_method,animation,container_radius,velocity_seed
3909,9.03860765196e-10,718.474111707,2.85099435782e-19,688.322508475,102260.039987,74.35,1429,"[{'count': 20, 'radius': 1.55e-10, 'v_p': 664.905847255298, 'mass': 4.5e-26}]",3,1,False,7.68716177901e-09,1
4290,9.91957708542e-10,731.56470432,2.85099435782e-19,688.322508475,102199.248831,60.1,1160,"[{'count': 20, 'radius': 1.55e-10, 'v_p': 664.905847255298, 'mass': 4.5e-26}]",3,1,False,7.68716177901e-09,1
3960,9.15653269423e-10,723.090471024,2.85099435782e-19,688.322508475,102166.395376,72.4,1402,"[{'count': 20, 'radius': 1.55e-10, 'v_p': 664.905847255298, 'mass': 4.5e-26}]",3,1,False,7.68716177901e-09,1
4145,9.58430000444e-10,732.078492694,2.85099435782e-19,688.322508475,102183.976556,65.7,1256,"[{'count': 20, 'radius': 1.55e-10, 'v_p': 664.905847255298, 'mass': 4.5e-26}]",3,1,False,7.68716177901e-09,1
4123,9.53343037836e-10,752.24984032,2.85099435782e-19,688.322508475,102022.058982,68.4,1282,"[{'count': 20, 'radius': 1.55e-10, 'v_p': 664.905847255298, 'mass': 4.5e-26}]",3,1,False,7.68716177901e-09,1

frame_no,simulated_duration,average_velocity,total_kinetic_energy,temperature,pressure,average_collisions,collisions on container,gases,dimensions,simulation_method,animation,container_radius,velocity_seed
3866,8.79470563099e-10,797.54117551,3.14379918376e-19,759.015090426,101731.980217,74.7,1418,"[{'count': 20, 'radius': 1.55e-10, 'v_p': 698.21531676942504, 'mass': 4.5e-26}]",3,1,False,7.941797954e-09,1
3810,8.66731206778e-10,765.311341327,3.14379918376e-19,759.015090426,102203.686419,75.35,1451,"[{'count': 20, 'radius': 1.55e-10, 'v_p': 698.21531676942504, 'mass': 4.5e-26}]",3,1,False,7.941797954e-09,1
4189,9.52949350445e-10,758.365189975,3.14379918376e-19,759.015090426,101978.693684,62.9,1214,"[{'count': 20, 'radius': 1.55e-10, 'v_p': 698.21531676942504, 'mass': 4.5e-26}]",3,1,False,7.941797954e-09,1
4020,9.14503792979e-10,778.213377104,3.14379918376e-19,759.015090426,101849.133493,72.55,1389,"[{'count': 20, 'radius': 1.55e-10, 'v_p': 698.21531676942504, 'mass': 4.5e-26}]",3,1,False,7.941797954e-09,1
4185,9.52039396422e-10,730.304720087,3.14379918376e-19,759.015090426,102000.075982,63.95,1203,"[{'count': 20, 'radius': 1.55e-10, 'v_p': 698.21531676942504, 'mass': 4.5e-26}]",3,1,False,7.941797954e-09,1

frame_no,simulated_duration,average_velocity,total_kinetic_energy,temperature,pressure,average_collisions,collisions on container,gases,dimensions,simulation_method,animation,container_radius,velocity_seed
4135,9.26806752477e-10,802.05383986,3.4366040097e-19,829.707672377,101869.672728,65.55,1259,"[{'count': 20, 'radius': 1.55e-10, 'v_p': 730.00648725101848, 'mass': 4.5e-26}]",3,1,False,8.18107547445e-09,1
4035,9.04393046251e-10,762.200039229,3.4366040097e-19,829.707672377,101800.102159,71.45,1371,"[{'count': 20, 'radius': 1.55e-10, 'v_p': 730.00648725101848, 'mass': 4.5e-26}]",3,1,False,8.18107547445e-09,1
4088,9.16272310551e-10,793.725657674,3.4366040097e-19,829.707672377,101653.542206,69.35,1345,"[{'count': 20, 'radius': 1.55e-10, 'v_p': 730.00648725101848, 'mass': 4.5e-26}]",3,1,False,8.18107547445e-09,1
3983,8.92737919013e-10,804.954358431,3.4366040097e-19,829.707672377,101936.036272,68.85,1331,"[{'count': 20, 'radius': 1.55e-10, 'v_p': 730.00648725101848, 'mass': 4.5e-26}]",3,1,False,8.18107547445e-09,1
4049,9.07530965122e-10,832.186420613,3.4366040097e-19,829.707672377,101951.825755,71.25,1385,"[{'count': 20, 'radius': 1.55e-10, 'v_p': 730.00648725101848, 'mass': 4.5e-26}]",3,1,False,8.18107547445e-09,1

frame_no,simulated_duration,average_velocity,total_kinetic_energy,temperature,pressure,average_collisions,collisions on container,gases,dimensions,simulation_method,animation,container_radius,velocity_seed
4093,9.04975877138e-10,847.114398296,3.72940883564e-19,900.400254329,101887.185362,68.55,1327,"[{'count': 20, 'radius': 1.55e-10, 'v_p': 760.4697984047192, 'mass': 4.5e-26}]",3,1,False,8.40711975138e-09,1
3918,8.66282796635e-10,830.043410059,3.72940883564e-19,900.400254329,101640.626864,77.7,1520,"[{'count': 20, 'radius': 1.55e-10, 'v_p': 760.4697984047192, 'mass': 4.5e-26}]",3,1,False,8.40711975138e-09,1
4231,9.35488134906e-10,799.359134969,3.72940883564e-19,900.400254329,101864.650321,61.6,1194,"[{'count': 20, 'radius': 1.55e-10, 'v_p': 760.4697984047192, 'mass': 4.5e-26}]",3,1,False,8.40711975138e-09,1
3992,8.82644442105e-10,824.592638248,3.72940883564e-19,900.400254329,101848.353916,64.95,1249,"[{'count': 20, 'radius': 1.55e-10, 'v_p': 760.4697984047192, 'mass': 4.5e-26}]",3,1,False,8.40711975138e-09,1
4123,9.11608976653e-10,848.145655969,3.72940883564e-19,900.400254329,101904.54217,64.9,1232,"[{'count': 20, 'radius': 1.55e-10, 'v_p': 760.4697984047192, 'mass': 4.5e-26}]",3,1,False,8.40711975138e-09,1

frame_no,simulated_duration,average_velocity,total_kinetic_energy,temperature,pressure,average_collisions,collisions on container,gases,dimensions,simulation_method,animation,container_radius,velocity_seed
3537,7.72252745844e-10,861.257281959,4.02221366158e-19,971.09283628,101771.90595,82.4,1614,"[{'count': 20, 'radius': 1.55e-10, 'v_p': 789.75892343351029, 'mass': 4.5e-26}]",3,1,False,8.62162139067e-09,1
4002,8.73778764169e-10,839.286777203,4.02221366158e-19,971.09283628,101589.940146,66.9,1292,"[{'count': 20, 'radius': 1.55e-10, 'v_p': 789.75892343351029, 'mass': 4.5e-26}]",3,1,False,8.62162139067e-09,1
